Date,Beds,Unit,SqFt,Price
2015-03-30T11:43:17.302436,2,1704,855,4545
2015-03-30T11:43:17.302436,2,607,855,3965
2015-03-30T11:43:17.302436,2,909,855,4035
2015-03-30T11:43:17.302436,2,911,946,4100
2015-03-30T11:43:17.302436,2,1601,950,4716
2015-03-30T11:43:17.302436,2,401,950,4201
2015-03-30T11:43:17.302436,2,501,950,4376
2015-03-30T11:43:17.302436,2,601,950,4256
2015-03-30T11:43:17.302436,2,515,986,4585
2015-03-30T11:43:17.302436,2,407,986,4455
2015-03-30T11:43:17.302436,2,1405,1195,4665
2015-03-30T11:43:17.302436,2,713,1195,4715
2015-03-30T11:43:17.302436,2,1702,1195,5285
2015-03-30T11:43:17.302436,2,302,1138,4294
2015-03-30T11:43:17.302436,2,1116,1104,4569
2015-03-30T11:43:17.302436,2,502,1104,4564
2015-03-30T11:43:17.302436,0,306,528,3015
2015-03-30T11:43:17.302436,0,516,528,3210
2015-03-30T11:43:17.302436,0,612,587,2955
2015-03-30T11:43:17.302436,0,1012,587,3230
2015-03-30T11:43:17.302436,0,712,587,3210
2015-03-31T00:17:13.699597,1,1707,690,3574
2015-03-31T00:17:13.699597,1,512,636,3209
2015-03-31T00:17:13.699597,1,1604,750,3545
2015-03-31T00:17:13.699597,1,513,716,3347
2015-03-31T00:17:13.699597,1,508,716,3352
2015-03-31T00:17:13.699597,2,1704,855,4545
2015-03-31T00:17:13.699597,2,607,855,3965
2015-03-31T00:17:13.699597,2,909,855,4035
2015-03-31T00:17:13.699597,2,911,946,4100
2015-03-31T00:17:13.699597,2,1601,950,4716
2015-03-31T00:17:13.699597,2,401,950,4201
2015-03-31T00:17:13.699597,2,501,950,4376
2015-03-31T00:17:13.699597,2,601,950,4256
2015-03-31T00:17:13.699597,2,515,986,4585
2015-03-31T00:17:13.699597,2,407,986,4455
2015-03-31T00:17:13.699597,2,1405,1195,4665
2015-03-31T00:17:13.699597,2,713,1195,4715
2015-03-31T00:17:13.699597,2,1702,1195,5285
2015-03-31T00:17:13.699597,2,302,1138,4294
2015-03-31T00:17:13.699597,2,1116,1104,4569
2015-03-31T00:17:13.699597,2,502,1104,4564
2015-03-31T00:17:13.699597,0,306,528,3015
2015-03-31T00:17:13.699597,0,516,528,3210
2015-03-31T00:17:13.699597,0,612,587,2955
2015-03-31T00:17:13.699597,0,1012,587,3230
2015-03-31T00:17:13.699597,0,712,587,3210
2015-04-01T00:31:52.061172,1,512,636,3199
2015-04-01T00:31:52.061172,1,1604,750,3615
2015-04-01T00:31:52.061172,1,209,750,3400
2015-04-01T00:31:52.061172,1,513,716,3357
2015-04-01T00:31:52.061172,2,1704,855,4560
2015-04-01T00:31:52.061172,2,607,855,3950
2015-04-01T00:31:52.061172,2,911,946,4100
2015-04-01T00:31:52.061172,2,1601,950,4731
2015-04-01T00:31:52.061172,2,401,950,4211
2015-04-01T00:31:52.061172,2,501,950,4376
2015-04-01T00:31:52.061172,2,601,950,4246
2015-04-01T00:31:52.061172,2,515,986,4575
2015-04-01T00:31:52.061172,2,407,986,4445
2015-04-01T00:31:52.061172,2,1405,1195,4680
2015-04-01T00:31:52.061172,2,713,1195,4730
2015-04-01T00:31:52.061172,2,1702,1195,5275
2015-04-01T00:31:52.061172,2,1116,1104,4584
2015-04-01T00:31:52.061172,2,502,1104,4554
2015-04-01T00:31:52.061172,0,306,528,3085
2015-04-01T00:31:52.061172,0,516,528,3220
2015-04-01T00:31:52.061172,0,612,587,3025
2015-04-01T00:31:52.061172,0,1012,587,3225
2015-04-01T00:31:52.061172,0,712,587,3205
2015-04-02T01:18:03.309868,1,512,636,3194
2015-04-02T01:18:03.309868,1,1604,750,3655
2015-04-02T01:18:03.309868,1,209,750,3505
2015-04-02T01:18:03.309868,1,513,716,3432
2015-04-02T01:18:03.309868,2,1704,855,4600
2015-04-02T01:18:03.309868,2,911,946,4140
2015-04-02T01:18:03.309868,2,1601,950,4771
2015-04-02T01:18:03.309868,2,401,950,4251
2015-04-02T01:18:03.309868,2,501,950,4416
2015-04-02T01:18:03.309868,2,601,950,4286
2015-04-02T01:18:03.309868,2,515,986,4615
2015-04-02T01:18:03.309868,2,407,986,4470
2015-04-02T01:18:03.309868,2,1405,1195,4720
2015-04-02T01:18:03.309868,2,713,1195,4770
2015-04-02T01:18:03.309868,2,1702,1195,5315
2015-04-02T01:18:03.309868,2,1116,1104,4624
2015-04-02T01:18:03.309868,2,502,1104,4594
2015-04-02T01:18:03.309868,0,306,528,3125
2015-04-02T01:18:03.309868,0,516,528,3290
2015-04-02T01:18:03.309868,0,612,587,3065
2015-04-02T01:18:03.309868,0,1012,587,3325
2015-04-02T01:18:03.309868,0,712,587,3235
2015-04-02T09:34:37.868564,1,512,636,3289
2015-04-02T09:34:37.868564,1,1604,750,3735
2015-04-02T09:34:37.868564,1,513,716,3517
2015-04-02T09:34:37.868564,2,1704,855,4500
2015-04-02T09:34:37.868564,2,911,946,4040
2015-04-02T09:34:37.868564,2,1601,950,4671
2015-04-02T09:34:37.868564,2,401,950,4146
2015-04-02T09:34:37.868564,2,501,950,4316
2015-04-02T09:34:37.868564,2,601,950,4186
2015-04-02T09:34:37.868564,2,515,986,4515
2015-04-02T09:34:37.868564,2,407,986,4380
2015-04-02T09:34:37.868564,2,1405,1195,4620
2015-04-02T09:34:37.868564,2,713,1195,4670
2015-04-02T09:34:37.868564,2,1702,1195,5215
2015-04-02T09:34:37.868564,2,1116,1104,4524
2015-04-02T09:34:37.868564,2,502,1104,4494
2015-04-02T09:34:37.868564,0,306,528,3020
2015-04-02T09:34:37.868564,0,516,528,3185
2015-04-02T09:34:37.868564,0,612,587,2960
2015-04-02T09:34:37.868564,0,1012,587,3220
2015-04-02T09:34:37.868564,0,712,587,3145
2015-04-02T19:49:18.039527,1,512,636,3289
2015-04-02T19:49:18.039527,1,1604,750,3735
2015-04-02T19:49:18.039527,1,513,716,3517
2015-04-02T19:49:18.039527,2,1704,855,4500
2015-04-02T19:49:18.039527,2,911,946,4040
2015-04-02T19:49:18.039527,2,1601,950,4671
2015-04-02T19:49:18.039527,2,401,950,4146
2015-04-02T19:49:18.039527,2,501,950,4316
2015-04-02T19:49:18.039527,2,601,950,4186
2015-04-02T19:49:18.039527,2,515,986,4515
2015-04-02T19:49:18.039527,2,407,986,4380
2015-04-02T19:49:18.039527,2,1405,1195,4620
2015-04-02T19:49:18.039527,2,713,1195,4670
2015-04-02T19:49:18.039527,2,1702,1195,5215
2015-04-02T19:49:18.039527,2,1116,1104,4524
2015-04-02T19:49:18.039527,2,502,1104,4494
2015-04-02T19:49:18.039527,0,306,528,3020
2015-04-02T19:49:18.039527,0,516,528,3185
2015-04-02T19:49:18.039527,0,612,587,2960
2015-04-02T19:49:18.039527,0,1012,587,3220
2015-04-02T19:49:18.039527,0,712,587,3145
2015-04-04T01:20:17.141330,1,512,636,3289
2015-04-04T01:20:17.141330,1,1604,750,3670
2015-04-04T01:20:17.141330,2,1704,855,4450
2015-04-04T01:20:17.141330,2,911,946,3995
2015-04-04T01:20:17.141330,2,1601,950,4621
2015-04-04T01:20:17.141330,2,401,950,4101
2015-04-04T01:20:17.141330,2,501,950,4271
2015-04-04T01:20:17.141330,2,601,950,4146
2015-04-04T01:20:17.141330,2,515,986,4475
2015-04-04T01:20:17.141330,2,407,986,4355
2015-04-04T01:20:17.141330,2,1405,1195,4570
2015-04-04T01:20:17.141330,2,713,1195,4620
2015-04-04T01:20:17.141330,2,1702,1195,5175
2015-04-04T01:20:17.141330,2,1116,1104,4474
2015-04-04T01:20:17.141330,2,502,1104,4454
2015-04-04T01:20:17.141330,0,306,528,2970
2015-04-04T01:20:17.141330,0,516,528,3175
2015-04-04T01:20:17.141330,0,612,587,2910
2015-04-04T01:20:17.141330,0,1012,587,3205
2015-04-04T01:20:17.141330,0,712,587,3140
2015-04-04T11:00:06.211083,1,512,636,3289
2015-04-04T11:00:06.211083,1,1604,750,3670
2015-04-04T11:00:06.211083,2,1704,855,4450
2015-04-04T11:00:06.211083,2,911,946,3995
2015-04-04T11:00:06.211083,2,1601,950,4621
2015-04-04T11:00:06.211083,2,401,950,4101
2015-04-04T11:00:06.211083,2,501,950,4271
2015-04-04T11:00:06.211083,2,601,950,4146
2015-04-04T11:00:06.211083,2,515,986,4475
2015-04-04T11:00:06.211083,2,407,986,4355
2015-04-04T11:00:06.211083,2,1405,1195,4570
2015-04-04T11:00:06.211083,2,713,1195,4620
2015-04-04T11:00:06.211083,2,1702,1195,5175
2015-04-04T11:00:06.211083,2,1116,1104,4474
2015-04-04T11:00:06.211083,2,502,1104,4454
2015-04-04T11:00:06.211083,0,306,528,2970
2015-04-04T11:00:06.211083,0,516,528,3175
2015-04-04T11:00:06.211083,0,612,587,2910
2015-04-04T11:00:06.211083,0,1012,587,3205
2015-04-04T11:00:06.211083,0,712,587,3140
